ID	Dist.(miles)	Alt(ft)	Time
AC7E09/AAL1785 	0.7	20575	2022-01-14 23:36:22.800000
ABA3A4/N8490D  	1.7	625	2022-01-14 23:37:20.800000
AAADF8/SWA2749 	0.6	25750	2022-01-14 23:38:28.800000
3C4B32/DLH457  	0.3	15800	2022-01-14 23:41:56.800000
ABA3A4/N8490D  	2.3	500	2022-01-14 23:42:15.800000
A9E472/N7365X  	0.2	1350	2022-01-14 23:46:05.800000
A1ED66/AAY1102 	0.6	20550	2022-01-14 23:46:47.800000
AD9AC9/JBU1124 	0.6	21100	2022-01-14 23:48:40.800000
394A00/AFR065  	0.6	21425	2022-01-14 23:50:28.800000
A74C35/N57BM   	2.1	600	2022-01-14 23:52:17.800000
ADFDE1/SUMIT10 	1.5	8900	2022-01-14 23:54:33.800000
A114F4/AAL2611 	0.6	18150	2022-01-14 23:56:24.800000
A74C35/N57BM   	2.1	500	2022-01-14 23:56:54.800000
A74C35/N57BM   	2.0	600	2022-01-15 00:01:20.800000
A00000/N797ST  	2.0	1250	2022-01-15 00:03:58.800000
ACB54B/N918KG  	0.5	1225	2022-01-15 00:04:08.800000
406C3A/VIR8F   	0.6	18000	2022-01-15 00:04:45.800000
A6CA2F/N5368H  	1.1	1500	2022-01-15 00:05:08.800000
A51D91/N429FF  	1.6	5800	2022-01-15 00:07:15.800000
A74C35/N57BM   	2.1	500	2022-01-15 00:07:15.800000
AA80EB/SKW3104 	0.6	20875	2022-01-15 00:09:01.800000
AC3477/DAL822  	0.6	21825	2022-01-15 00:10:33.800000
A38238/N325PR  	0.6	1525	2022-01-15 00:10:44.800000
AA6DC3/N771LL  	1.6	1325	2022-01-15 00:10:47.800000
A74C35/N57BM   	2.1	600	2022-01-15 00:11:29.800000
A74C35/N57BM   	2.1	500	2022-01-15 00:16:00.800000
A74C35/N57BM   	2.1	500	2022-01-15 00:20:20.800000
AD6CFC/N964WF  	2.1	7075	2022-01-15 00:21:48.800000
A74C35/N57BM   	1.5	700	2022-01-15 00:25:20.800000
A3FF26/DAL961  	0.6	18825	2022-01-15 00:27:46.800000
A00000/N797ST  	0.1	1225	2022-01-15 00:28:23.800000
A6BBA3/ASA57   	0.6	22175	2022-01-15 00:29:21.800000
A74C35/N57BM   	1.3	800	2022-01-15 00:31:04.800000
AB3FC4/AAL751  	0.6	20000	2022-01-15 00:31:48.800000
A033AE/AAL184  	2.2	20675	2022-01-15 00:33:25.800000
A6CA2F/N5368H  	0.4	1200	2022-01-15 00:35:37.800000
A6B790/N53176  	0.1	1625	2022-01-15 00:37:14.800000
A74C35/N57BM   	1.0	800	2022-01-15 00:37:53.800000
A74C35/N57BM   	1.8	700	2022-01-15 00:43:43.800000
A0817C/UAL1928 	0.7	25750	2022-01-15 00:45:45.800000
A9AFCF/N723ML  	2.5	450	2022-01-15 00:45:54.800000
A3A9AB/N335PD  	1.2	700	2022-01-15 00:46:43.800000
A74C35/N57BM   	2.4	400	2022-01-15 00:47:58.800000
A9AFCF/N723ML  	2.4	350	2022-01-15 00:50:56.800000
AC20C4/SWA2445 	0.6	19950	2022-01-15 00:51:24.800000
A64304/N502SX  	1.1	23425	2022-01-15 00:53:08.800000
A74C35/N57BM   	1.5	700	2022-01-15 00:53:22.800000
AB28D7/UAL1690 	0.6	22875	2022-01-15 00:55:00.800000
A9AFCF/N723ML  	2.3	375	2022-01-15 00:55:34.800000
A74C35/N57BM   	1.9	700	2022-01-15 00:57:48.800000
A9AFCF/N723ML  	2.2	375	2022-01-15 01:00:37.800000
AA5BFD/N767ER  	2.3	525	2022-01-15 01:01:04.800000
A74C35/N57BM   	1.8	700	2022-01-15 01:02:31.800000
A9ED95/N739MH  	1.6	5850	2022-01-15 01:04:18.800000
A1FCF9/N227WC  	0.7	1325	2022-01-15 01:06:11.800000
AA5BFD/N767ER  	2.1	475	2022-01-15 01:06:37.800000
A9AFCF/N723ML  	1.9	450	2022-01-15 01:06:42.800000
A74C35/N57BM   	1.9	700	2022-01-15 01:08:01.800000
A81F58/N622TD  	2.5	1075	2022-01-15 01:09:12.800000
A9AFCF/N723ML  	2.1	475	2022-01-15 01:11:45.800000
A9AFCF/N723ML  	2.4	300	2022-01-15 01:16:17.800000
A1863B/DAL436  	0.9	25500	2022-01-15 01:18:31.800000
AA1BA3/SKW3185 	1.0	20650	2022-01-15 01:22:19.800000
A9A266/00000000	1.5	8850	2022-01-15 01:22:39.800000
A28BC9/SKW3562 	0.6	22025	2022-01-15 01:24:54.800000
